location,month,year,ages,total,positive,xcoord,ycoord,prev,time_order_loc
oz,8,2018,15_above,328,84,-20.46312,29.91272,0.256097561,9
oz,10,2018,5_to_14,213,87,-19.82847,31.07916,0.408450704,10
oz,10,2019,under_5,289,89,-20.4089,30.5313,0.307958478,21
oz,8,2018,15_above,263,91,-19.83912,29.88909,0.346007605,8
oz,8,2018,5_to_14,222,92,-19.47237,30.04551,0.414414414,9
oz,7,2020,5_to_14,237,96,-19.93161,29.354,0.405063291,31
oz,2,2020,15_above,413,97,-20.5661,28.90223,0.234866828,26
oz,9,2020,15_above,290,99,-20.48868,30.45451,0.34137931,33
oz,8,2018,under_5,331,99,-20.24129,29.79591,0.299093656,7
oz,8,2019,under_5,306,101,-19.91239,29.03,0.330065359,19
oz,7,2019,under_5,347,105,-20.22219,29.8002,0.30259366,18
oz,8,2020,5_to_14,351,106,-20.15993,30.17322,0.301994302,32
oz,7,2020,15_above,472,107,-19.95169,29.82073,0.226694915,31
oz,8,2020,15_above,324,107,-20.39768,29.55343,0.330246914,32
oz,10,2020,15_above,410,108,-20.31429,30.36775,0.263414634,34
oz,10,2019,15_above,369,110,-19.44145,30.20501,0.298102981,22
oz,7,2018,5_to_14,256,111,-19.35169,29.5852,0.43359375,7
oz,10,2019,5_to_14,267,119,-19.93599,29.97822,0.445692884,22
oz,9,2019,under_5,423,130,-19.00073,29.86945,0.307328605,20
oz,8,2019,5_to_14,312,134,-19.34015,30.72657,0.429487179,20
oz,11,2019,15_above,447,135,-19.48872,29.47221,0.302013423,23
oz,8,2019,15_above,448,137,-19.30958,28.95977,0.305803571,20
oz,3,2020,15_above,454,137,-20.39412,30.5205,0.301762115,27
oz,7,2019,15_above,467,138,-20.71263,29.67776,0.295503212,19
oz,11,2019,5_to_14,340,147,-20.26477,29.63557,0.432352941,23
oz,7,2019,5_to_14,336,148,-20.22338,30.58714,0.44047619,19
oz,11,2019,under_5,441,152,-19.65639,31.22214,0.344671202,22
oz,9,2019,15_above,568,161,-20.57536,30.05376,0.283450704,21
oz,8,2018,5_to_14,353,162,-20.90389,30.62657,0.458923513,8
oz,9,2019,5_to_14,382,170,-19.54729,30.124,0.445026178,21
wonderland,9,2019,5_to_14,36,7,-19.88811,29.5398,0.194444444,21
wonderland,4,2020,5_to_14,50,14,-19.52971,30.27028,0.28,28
wonderland,5,2020,5_to_14,49,15,-19.24697,30.22583,0.306122449,29
wonderland,8,2018,5_to_14,50,16,-20.20879,29.67931,0.32,8
wonderland,3,2020,5_to_14,50,17,-19.85584,30.531,0.34,27
wonderland,3,2019,5_to_14,64,18,-19.60048,30.27517,0.28125,15
wonderland,9,2019,15_above,76,23,-19.52831,29.60865,0.302631579,21
wonderland,2,2019,5_to_14,58,23,-20.11005,29.40949,0.396551724,14
wonderland,4,2019,5_to_14,43,23,-20.15552,31.04655,0.534883721,16
wonderland,12,2019,5_to_14,62,24,-20.41844,29.61373,0.387096774,24
wonderland,6,2018,5_to_14,77,26,-20.28097,30.12192,0.337662338,6
wonderland,4,2020,15_above,97,29,-20.3633,30.12057,0.298969072,28
wonderland,8,2019,5_to_14,88,30,-20.16591,29.85499,0.340909091,20
wonderland,9,2020,5_to_14,78,30,-20.22993,30.12984,0.384615385,33
wonderland,2,2018,5_to_14,88,31,-19.78422,29.52043,0.352272727,2
wonderland,12,2018,5_to_14,91,31,-20.52088,30.02803,0.340659341,12
wonderland,8,2020,5_to_14,87,31,-20.40943,30.05262,0.356321839,32
wonderland,5,2018,5_to_14,97,32,-19.58549,30.02374,0.329896907,5
wonderland,5,2020,15_above,107,33,-19.84877,30.16952,0.308411215,29
wonderland,7,2020,5_to_14,82,33,-19.82018,30.49626,0.402439024,31
wonderland,4,2018,5_to_14,117,35,-20.36013,30.09872,0.299145299,4
wonderland,1,2018,5_to_14,90,36,-20.12738,29.27786,0.4,1
wonderland,3,2018,5_to_14,105,37,-19.38774,30.75553,0.352380952,3
wonderland,9,2018,5_to_14,110,37,-20.33962,29.97713,0.336363636,9
wonderland,6,2019,5_to_14,133,40,-19.20178,30.30226,0.30075188,18
wonderland,7,2019,5_to_14,100,40,-19.72574,29.34903,0.4,19
wonderland,1,2020,5_to_14,108,41,-19.62498,30.59271,0.37962963,25
wonderland,5,2019,5_to_14,123,43,-19.85697,29.96545,0.349593496,17
wonderland,11,2019,5_to_14,126,43,-19.78206,30.3934,0.341269841,23
wonderland,8,2018,15_above,124,44,-19.66834,29.92936,0.35483871,8
wonderland,11,2018,5_to_14,119,44,-19.45786,29.705,0.369747899,11
wonderland,7,2020,15_above,115,47,-19.85912,30.21859,0.408695652,31
wonderland,3,2020,15_above,127,50,-19.83755,30.14167,0.393700787,27
wonderland,4,2019,15_above,134,51,-19.94853,30.0194,0.380597015,16
wonderland,1,2020,15_above,185,51,-19.96995,29.81137,0.275675676,25
wonderland,7,2018,5_to_14,136,51,-20.83031,30.54052,0.375,7
wonderland,10,2019,5_to_14,160,51,-19.33892,30.22471,0.31875,22
wonderland,6,2020,15_above,135,54,-18.92744,29.8265,0.4,30
wonderland,1,2019,5_to_14,152,55,-19.80263,30.29085,0.361842105,13
wonderland,10,2018,5_to_14,147,56,-19.89189,29.59891,0.380952381,10
wonderland,10,2020,5_to_14,129,56,-19.94774,29.96437,0.434108527,34
wonderland,12,2019,15_above,143,57,-19.03532,30.17884,0.398601399,24
wonderland,2,2020,5_to_14,157,57,-20.30475,30.51346,0.363057325,26
wonderland,8,2020,15_above,124,58,-19.9327,30.12005,0.467741935,32
wonderland,9,2020,15_above,142,58,-20.62305,30.08081,0.408450704,33
wonderland,3,2020,under_5,140,58,-19.32053,29.51025,0.414285714,27
wonderland,6,2020,5_to_14,135,60,-20.3123,30.23968,0.444444444,30
wonderland,11,2018,15_above,187,62,-20.34436,29.94944,0.331550802,11
wonderland,11,2020,15_above,137,62,-20.7752,30.06338,0.452554745,35
wonderland,12,2018,15_above,184,63,-20.44449,30.10494,0.342391304,12
wonderland,11,2020,5_to_14,148,66,-20.14179,29.87455,0.445945946,35
wonderland,2,2019,15_above,165,67,-20.23284,29.30238,0.406060606,14
wonderland,5,2018,15_above,230,69,-20.0165,29.35727,0.3,5
wonderland,8,2019,15_above,192,69,-20.06097,29.46773,0.359375,20
wonderland,3,2018,15_above,206,71,-19.28104,29.86512,0.344660194,3
wonderland,10,2020,15_above,165,71,-19.65934,29.85329,0.43030303,34
wonderland,6,2018,15_above,226,73,-20.08136,29.34331,0.32300885,6
wonderland,1,2018,15_above,186,75,-20.1772,30.64828,0.403225806,1
wonderland,10,2018,15_above,194,75,-20.09652,29.5051,0.386597938,10
wonderland,3,2019,15_above,201,75,-20.25016,30.91807,0.373134328,15
wonderland,6,2019,15_above,220,75,-20.0349,29.8065,0.340909091,18
wonderland,10,2019,15_above,195,75,-20.73486,29.914,0.384615385,22
wonderland,2,2018,15_above,259,76,-19.73085,30.65635,0.293436293,2
wonderland,7,2018,15_above,220,76,-19.11624,29.87185,0.345454545,7
wonderland,9,2020,under_5,221,76,-19.97579,29.35555,0.343891403,33
wonderland,9,2018,15_above,216,79,-19.98927,29.14842,0.365740741,9
wonderland,4,2018,15_above,230,82,-19.80759,29.68115,0.356521739,4
wonderland,1,2019,15_above,222,88,-20.35295,30.77706,0.396396396,13
wonderland,5,2019,15_above,269,91,-19.62618,29.79111,0.338289963,17
wonderland,7,2020,under_5,238,91,-20.18262,30.17738,0.382352941,31
wonderland,4,2020,under_5,226,92,-19.6997,29.72948,0.407079646,28
wonderland,11,2019,15_above,223,93,-20.38643,30.58028,0.417040359,23
wonderland,5,2018,under_5,249,93,-20.40108,29.64091,0.373493976,5
wonderland,2,2020,15_above,336,95,-19.2907,29.37211,0.282738095,26
wonderland,8,2020,under_5,203,96,-20.00452,29.2723,0.472906404,32
wonderland,3,2018,under_5,385,98,-19.6847,30.14711,0.254545455,3
wonderland,5,2020,under_5,214,99,-19.69926,30.20502,0.462616822,29
wonderland,7,2019,15_above,297,101,-19.8807,29.39956,0.34006734,19
wonderland,9,2018,under_5,269,101,-20.38603,30.30009,0.375464684,9
wonderland,8,2018,under_5,266,103,-20.29693,29.59412,0.387218045,8
wonderland,4,2019,under_5,219,104,-20.15585,30.31784,0.474885845,16
wonderland,10,2020,under_5,272,106,-19.74219,29.58885,0.389705882,34
wonderland,8,2019,under_5,260,107,-20.37181,31.04736,0.411538462,20
wonderland,3,2019,under_5,244,109,-19.43869,29.40837,0.446721311,15
wonderland,2,2019,under_5,254,114,-20.06537,30.77773,0.448818898,14
wonderland,4,2018,under_5,273,117,-19.94593,29.96165,0.428571429,4
wonderland,7,2019,under_5,315,127,-20.2282,29.65768,0.403174603,19
wonderland,7,2018,under_5,325,128,-19.08514,30.24142,0.393846154,7
wonderland,10,2018,under_5,346,145,-20.06122,29.10775,0.419075145,10
wonderland,12,2019,under_5,316,145,-20.38795,29.60434,0.458860759,24
wonderland,11,2020,under_5,336,148,-19.63644,30.58708,0.44047619,35
wonderland,1,2019,under_5,445,156,-19.84109,28.57592,0.350561798,13
wonderland,9,2019,under_5,360,167,-20.4055,30.32394,0.463888889,21
wonderland,1,2020,under_5,384,175,-19.35676,30.06801,0.455729167,25
wonderland,6,2018,under_5,423,181,-19.93812,30.50476,0.427895981,6
wonderland,6,2019,under_5,390,182,-20.43667,30.23834,0.466666667,18
wonderland,2,2018,under_5,457,185,-19.9097,29.90606,0.404814004,2
wonderland,10,2019,under_5,401,187,-20.00746,29.46891,0.466334165,22
wonderland,2,2020,under_5,423,190,-19.9897,30.80744,0.449172577,26
wonderland,12,2018,under_5,441,200,-19.28785,30.61953,0.453514739,12
wonderland,1,2018,under_5,481,206,-20.1357,29.37702,0.428274428,1
wonderland,11,2018,under_5,470,213,-21.19996,30.13772,0.453191489,11
wonderland,11,2019,under_5,475,219,-20.62184,31.35298,0.461052632,23
wonderland,6,2020,under_5,487,232,-20.23826,30.7816,0.476386037,30
wonderland,5,2019,under_5,527,252,-19.69358,29.15526,0.478178368,17
